time,PM2.5,PM10,CO,CO2,temperature,humidity,pressure,CO_mVolts,temp_DHT
09:23:05,3.0,3.0,18609.0,553.0,20.33333396911621,39.70000076293945,995.0,1295.0,22.0
09:23:07,3.0,3.0,36870.0,554.0,20.34166717529297,41.5,995.0,1337.0,22.0
09:23:09,3.0,3.0,21218.0,554.0,20.370832443237305,43.099998474121094,995.0,1301.0,22.0
09:23:11,3.0,3.0,22522.0,554.0,20.383333206176758,45.099998474121094,995.0,1304.0,22.0
09:23:13,3.0,3.0,16754.0,554.0,20.383333206176758,46.20000076293945,995.0,1140.0,22.0
09:23:16,4.0,4.0,25450.0,555.0,20.41666603088379,48.5,995.0,1160.0,22.0
09:23:18,4.0,4.0,18058.0,558.0,20.43541717529297,50.70000076293945,995.0,1143.0,22.0
09:23:20,4.0,4.0,56754.0,558.0,20.464582443237305,53.70000076293945,995.0,1232.0,22.0
09:23:22,4.0,4.0,29363.0,559.0,20.464582443237305,55.099998474121094,995.0,1169.0,22.0
09:23:24,4.0,4.0,15450.0,561.0,20.493749618530273,56.599998474121094,995.0,1137.0,22.0
09:23:26,4.0,4.0,8493.0,563.0,20.460416793823242,54.900001525878906,995.0,1121.0,21.899999618530273
09:23:28,4.0,4.0,48928.0,563.0,20.42708396911621,54.900001525878906,995.0,1214.0,21.899999618530273
09:23:30,5.0,5.0,23392.0,567.0,20.277082443237305,51.400001525878906,995.0,1306.0,21.899999618530273
09:23:32,5.0,5.0,17305.0,572.0,20.15416717529297,48.5,995.0,1292.0,21.899999618530273
09:23:34,5.0,5.0,13711.0,572.0,20.07291603088379,45.5,995.0,1133.0,21.799999237060547
09:23:36,5.0,5.0,2406.0,575.0,19.983333587646484,44.099998474121094,995.0,1107.0,21.799999237060547
09:23:38,5.0,5.0,62290.0,577.0,19.91666603088379,41.29999923706055,995.0,1094.0,21.700000762939453
09:23:40,5.0,5.0,64464.0,580.0,19.766666412353516,38.79999923706055,995.0,1099.0,21.700000762939453
09:23:42,5.0,5.0,34696.0,580.0,19.733333587646484,37.70000076293945,995.0,1332.0,21.600000381469727
09:23:44,5.0,5.0,19479.0,584.0,19.61458396911621,35.599998474121094,995.0,1297.0,21.600000381469727
09:23:46,4.0,4.0,27740.0,586.0,19.46666717529297,33.900001525878906,995.0,1316.0,21.5
09:23:48,4.0,4.0,2406.0,586.0,19.41666603088379,33.0,995.0,1107.0,21.5
09:23:50,4.0,4.0,10667.0,590.0,19.306249618530273,31.600000381469727,995.0,1126.0,21.399999618530273
09:23:52,4.0,4.0,4145.0,591.0,19.193750381469727,30.299999237060547,995.0,1111.0,21.299999237060547
09:23:54,4.0,4.0,4696.0,591.0,19.09375,29.399999618530273,995.0,1263.0,21.200000762939453
09:23:56,4.0,4.0,58058.0,596.0,19.004167556762695,29.0,995.0,1235.0,21.200000762939453
09:23:58,4.0,4.0,32841.0,598.0,18.912500381469727,28.299999237060547,995.0,1177.0,21.100000381469727
09:24:00,4.0,4.0,32406.0,600.0,18.825000762939453,27.700000762939453,995.0,1176.0,21.0
09:24:02,4.0,4.0,17624.0,602.0,18.795833587646484,27.399999618530273,995.0,1142.0,21.0
09:24:04,4.0,4.0,11537.0,605.0,18.668750762939453,26.899999618530273,995.0,1128.0,20.799999237060547
09:24:06,4.0,4.0,9798.0,605.0,18.52916717529297,26.399999618530273,995.0,1124.0,20.799999237060547
09:24:08,4.0,4.0,3392.0,606.0,18.44791603088379,26.0,995.0,1260.0,20.700000762939453
09:24:10,4.0,4.0,9479.0,609.0,18.41666603088379,25.700000762939453,995.0,1274.0,20.600000381469727
09:24:12,4.0,4.0,11653.0,610.0,18.272916793823242,25.399999618530273,995.0,1279.0,20.5
09:24:15,4.0,4.0,62290.0,614.0,18.12291717529297,25.100000381469727,995.0,1094.0,20.5
09:24:17,4.0,4.0,64899.0,614.0,18.049999237060547,24.899999618530273,995.0,1100.0,20.399999618530273
09:24:19,4.0,4.0,2406.0,616.0,17.952083587646484,24.600000381469727,995.0,1107.0,20.299999237060547
09:24:21,4.0,4.0,5015.0,619.0,17.8125,24.399999618530273,995.0,1113.0,20.200000762939453
09:24:23,4.0,4.0,25566.0,619.0,17.74791717529297,24.200000762939453,995.0,1311.0,20.100000381469727
09:24:25,4.0,4.0,6870.0,622.0,17.670833587646484,24.0,996.0,1268.0,20.0
09:24:27,4.0,4.0,8609.0,622.0,17.48958396911621,23.899999618530273,995.0,1272.0,19.899999618530273
09:24:29,4.0,4.0,232.0,623.0,17.350000381469727,23.799999237060547,995.0,1102.0,19.799999237060547
09:24:31,4.0,4.0,6319.0,625.0,17.28333282470703,23.600000381469727,995.0,1116.0,19.700000762939453
09:24:33,4.0,4.0,8058.0,627.0,17.170833587646484,23.5,996.0,1120.0,19.600000381469727
09:24:35,4.0,4.0,5450.0,629.0,17.018749237060547,23.399999618530273,996.0,1114.0,19.600000381469727
09:24:37,4.0,4.0,26870.0,631.0,16.98958396911621,23.299999237060547,996.0,1314.0,19.5
09:24:39,4.0,4.0,16319.0,633.0,16.77916717529297,23.200000762939453,996.0,1139.0,19.399999618530273
09:24:41,4.0,4.0,38928.0,635.0,16.670833587646484,23.200000762939453,996.0,1191.0,19.299999237060547
09:24:43,4.0,4.0,5450.0,636.0,16.566667556762695,23.100000381469727,996.0,1114.0,19.200000762939453
09:24:45,4.0,4.0,14145.0,638.0,16.516666412353516,23.0,996.0,1134.0,19.100000381469727
09:24:47,4.0,4.0,2406.0,639.0,16.40833282470703,23.0,996.0,1107.0,19.0
